timestamp,speed,speed_deviation,area,area_deviation,frames,seconds,direction,max_dba
2024-02-15 11:25:35.627,41,1,27168,3992,7,0.70,RTL,77.1
2024-02-15 11:25:39.450,53,2,30855,720,5,0.50,RTL,81.46
2024-02-15 11:25:45.998,52,2,29454,1773,6,0.62,RTL,81.21
2024-02-15 11:27:24.513,50,2,40996,3488,5,0.50,RTL,79.42
2024-02-15 11:27:28.562,52,1,29779,863,5,0.50,RTL,76.6
2024-02-15 11:27:47.210,62,1,35059,649,4,0.40,RTL,79.95
2024-02-15 11:27:49.982,42,1,66368,10425,5,0.50,LTR,79.4
2024-02-15 11:29:26.692,47,0,70040,5612,4,0.40,LTR,82.48
2024-02-15 11:29:32.415,51,1,67670,2470,4,0.40,LTR,82.45
2024-02-15 11:30:19.073,47,1,84188,19854,5,0.50,LTR,81.46
2024-02-15 11:30:29.919,56,1,75265,5725,4,0.40,LTR,85.27
2024-02-15 11:30:36.916,50,1,27549,658,5,0.50,RTL,78.88
2024-02-15 11:31:21.651,54,0,62098,58,4,0.40,LTR,85.54
2024-02-15 11:31:50.764,58,2,39459,2652,5,0.50,RTL,80.71
2024-02-15 11:32:33.223,45,1,60484,1294,4,0.40,LTR,81.22
2024-02-15 11:32:38.720,56,3,28973,994,5,0.52,RTL,84.28
2024-02-15 11:32:45.418,48,2,52135,5334,6,0.62,RTL,79.95
2024-02-15 11:33:11.740,46,0,56777,1573,4,0.41,LTR,79.95
2024-02-15 11:34:29.079,35,1,57280,18738,8,0.80,RTL,80.2
2024-02-15 11:35:41.453,52,1,86856,5264,4,0.40,LTR,81.45
2024-02-15 11:35:54.473,50,1,26874,1109,6,0.60,RTL,79.69
2024-02-15 11:36:37.882,46,0,87180,24147,5,0.50,LTR,88.86
2024-02-15 11:36:42.780,48,1,56236,1972,4,0.42,LTR,77.33
2024-02-15 11:37:48.258,45,0,91693,23739,5,0.50,LTR,88.34
2024-02-15 11:38:10.206,39,1,31115,4701,7,0.73,RTL,76.59
2024-02-15 11:38:14.352,48,1,92193,12857,4,0.41,LTR,81.19
2024-02-15 11:38:16.673,43,0,81714,11904,4,0.40,LTR,80.19
2024-02-15 11:38:18.969,45,1,79106,11402,4,0.39,LTR,78.61
2024-02-15 11:39:22.470,51,1,47911,4814,5,0.52,RTL,79.68
2024-02-15 11:39:45.316,47,1,25629,1987,6,0.60,RTL,77.36
2024-02-15 11:40:16.804,61,2,36660,864,4,0.43,RTL,80.43
2024-02-15 11:40:31.050,50,1,32177,3325,6,0.60,RTL,76.32
2024-02-15 11:41:48.090,51,1,24424,1194,6,0.60,RTL,76.85
2024-02-15 11:42:36.622,46,0,52704,4898,5,0.50,LTR,79.13
2024-02-15 11:43:29.652,48,0,78402,13246,4,0.40,LTR,82.45
2024-02-15 11:44:15.937,55,0,67849,1603,4,0.40,LTR,84.54
2024-02-15 11:44:19.588,54,1,81940,15896,4,0.43,LTR,89.37
2024-02-15 11:44:24.832,59,2,28774,1237,5,0.53,RTL,81.46
2024-02-15 11:44:52.247,51,0,63977,4549,4,0.40,LTR,81.21
2024-02-15 11:44:56.826,50,0,81636,12696,4,0.43,LTR,82.45
2024-02-15 11:44:59.294,49,0,70279,9960,5,0.50,LTR,81.2
2024-02-15 11:45:25.509,58,2,27594,699,5,0.50,RTL,78.88
2024-02-15 11:45:31.909,51,2,30590,806,5,0.54,RTL,80.45
2024-02-15 11:45:47.526,47,1,52878,1638,4,0.40,LTR,76.58
2024-02-15 11:45:50.079,48,0,55904,1773,4,0.40,LTR,78.61
2024-02-15 11:46:03.345,48,0,77882,14746,4,0.40,LTR,85.01
2024-02-15 11:46:27.336,43,1,26617,4239,7,0.70,RTL,75.04
2024-02-15 11:46:36.908,57,0,54606,1272,4,0.40,LTR,81.19
2024-02-15 11:46:40.681,50,2,27435,1253,6,0.62,RTL,80.06
2024-02-15 11:46:46.054,56,1,73452,420,4,0.40,LTR,81.91
2024-02-15 11:46:48.303,51,0,65480,448,4,0.40,LTR,79.55
2024-02-15 11:46:53.726,53,0,65301,3201,4,0.40,LTR,79.14
2024-02-15 11:47:10.270,57,1,66273,2037,4,0.40,LTR,78.12
2024-02-15 11:47:20.491,44,2,28633,3465,7,0.70,RTL,77.85
2024-02-15 11:47:26.314,50,2,43458,6890,5,0.50,RTL,80.46
2024-02-15 11:47:45.482,53,0,67574,826,4,0.40,LTR,81.46
2024-02-15 11:48:18.194,53,1,31451,613,5,0.50,RTL,80.45
2024-02-15 11:48:24.267,48,2,31164,1848,6,0.60,RTL,77.86
2024-02-15 11:48:44.888,46,1,28138,2340,6,0.60,RTL,77.85
2024-02-15 11:50:18.624,50,2,29779,918,5,0.52,RTL,76.84
2024-02-15 11:51:10.584,43,0,48914,3684,5,0.53,LTR,76.59
2024-02-15 11:51:37.494,41,1,29752,1736,6,0.60,RTL,76.11
2024-02-15 11:52:13.662,42,1,80343,15908,5,0.51,LTR,82.2
2024-02-15 11:53:23.155,53,1,86291,7849,4,0.40,LTR,82.94
2024-02-15 11:53:33.480,52,1,65692,1298,4,0.40,LTR,81.21
2024-02-15 11:54:11.766,48,2,65126,15038,5,0.50,RTL,87.86
2024-02-15 11:54:17.714,51,1,63968,2938,4,0.41,LTR,79.93
2024-02-15 11:54:43.524,44,1,66028,9814,4,0.40,LTR,80.68
2024-02-15 11:54:46.074,57,1,80140,1660,4,0.40,LTR,81.93
2024-02-15 11:55:06.116,51,0,52546,2286,4,0.40,LTR,76.33
2024-02-15 11:55:48.129,45,0,59482,1732,4,0.42,LTR,79.13
2024-02-15 11:55:49.774,51,0,83118,3696,4,0.40,LTR,80.94
2024-02-15 11:56:11.741,43,2,28724,1461,6,0.60,RTL,76.35
2024-02-15 11:56:38.657,40,1,70971,20645,7,0.72,RTL,81.43
2024-02-15 11:57:18.790,45,0,57764,1294,4,0.39,LTR,75.3
2024-02-15 11:58:20.622,58,1,51870,3990,4,0.41,LTR,82.45
2024-02-15 11:58:59.751,46,1,64707,4731,4,0.39,LTR,79.36
2024-02-15 11:59:36.462,41,1,24957,3712,7,0.69,RTL,74.02
2024-02-15 11:59:44.586,41,1,59626,15222,6,0.60,RTL,83.45
2024-02-15 12:00:13.973,50,1,80339,269,4,0.40,LTR,80.45
2024-02-15 12:00:15.222,51,1,74878,660,4,0.39,LTR,82.93
2024-02-15 12:00:20.170,38,1,28878,4249,7,0.72,RTL,78.61
2024-02-15 12:01:27.875,59,2,27375,1150,5,0.53,RTL,80.69
2024-02-15 12:01:45.237,43,1,25973,957,6,0.62,RTL,75.56
2024-02-15 12:02:13.285,45,2,27823,1209,6,0.61,RTL,75.02
2024-02-15 12:02:27.672,44,1,67225,9893,5,0.50,LTR,83.98
2024-02-15 12:02:31.397,48,1,81212,15508,4,0.40,LTR,78.38
2024-02-15 12:02:34.475,42,0,86524,20121,5,0.51,LTR,77.6
2024-02-15 12:02:37.118,47,0,84476,4804,4,0.40,LTR,79.14
2024-02-15 12:03:18.727,57,0,93936,15312,4,0.40,LTR,82.95
2024-02-15 12:03:20.728,50,0,56166,690,4,0.40,LTR,78.63
2024-02-15 12:03:35.925,58,0,94541,15627,4,0.40,LTR,83.21
2024-02-15 12:04:12.432,52,0,63563,4637,4,0.40,LTR,83.21
2024-02-15 12:04:19.055,51,0,83440,7552,4,0.40,LTR,83.47
2024-02-15 12:04:23.030,56,2,27349,882,5,0.52,RTL,80.2
2024-02-15 12:04:40.276,46,1,31433,3914,6,0.60,RTL,78.6
2024-02-15 12:05:44.199,49,2,36233,6625,6,0.63,RTL,80.18
2024-02-15 12:06:13.086,60,1,30212,1702,5,0.50,RTL,75.56
2024-02-15 12:06:39.805,56,2,28394,1414,5,0.50,RTL,77.86
2024-02-15 12:06:43.350,51,2,37219,7211,5,0.52,RTL,82.92
2024-02-15 12:07:43.926,52,2,30225,1389,6,0.60,RTL,77.35
2024-02-15 12:08:13.416,47,0,59639,3479,4,0.40,LTR,78.12
2024-02-15 12:08:24.936,48,1,99363,17457,4,0.40,LTR,86.01
2024-02-15 12:08:27.261,51,1,80918,15982,4,0.40,LTR,85.0
2024-02-15 12:08:28.610,51,1,28891,532,5,0.50,RTL,79.93
2024-02-15 12:09:00.502,42,1,57594,11441,6,0.60,RTL,80.18
2024-02-15 12:09:04.146,55,1,55838,1838,4,0.39,LTR,81.46
2024-02-15 12:09:50.880,53,1,100962,17828,4,0.40,LTR,89.37
2024-02-15 12:09:52.728,53,1,76124,7396,4,0.40,LTR,84.25
2024-02-15 12:10:31.418,59,0,73591,3931,4,0.40,LTR,82.18
2024-02-15 12:10:35.840,50,1,88480,13816,4,0.40,LTR,91.2
2024-02-15 12:10:40.515,52,1,68036,2020,4,0.40,LTR,80.19
2024-02-15 12:10:42.263,58,1,63566,6,4,0.40,LTR,81.42
2024-02-15 12:11:02.031,50,1,51096,2364,4,0.40,LTR,78.11
2024-02-15 12:12:01.679,55,2,29992,836,5,0.50,RTL,80.19
2024-02-15 12:12:17.724,57,1,60586,2344,4,0.40,LTR,80.43
2024-02-15 12:12:25.570,43,1,29950,3907,7,0.69,RTL,75.28
2024-02-15 12:13:03.658,51,1,90340,16630,4,0.43,LTR,78.6
2024-02-15 12:13:13.227,49,1,28163,3474,6,0.60,RTL,77.1
2024-02-15 12:13:35.544,52,2,36344,1778,5,0.50,RTL,79.12
2024-02-15 12:14:04.583,50,2,35059,700,5,0.52,RTL,76.58
2024-02-15 12:14:48.392,39,1,46572,9493,7,0.69,RTL,74.28
2024-02-15 12:15:13.485,47,2,29705,2044,6,0.60,RTL,79.13
2024-02-15 12:15:20.755,53,0,56624,1696,4,0.40,LTR,77.61
2024-02-15 12:16:08.937,48,2,27304,974,5,0.50,RTL,80.43
2024-02-15 12:17:06.769,56,0,100370,15508,4,0.40,LTR,79.14
2024-02-15 12:17:12.787,51,1,41297,4383,5,0.49,RTL,78.61
2024-02-15 12:18:16.863,58,2,24452,1377,5,0.50,RTL,80.69
2024-02-15 12:18:22.938,53,2,30335,2513,5,0.50,RTL,83.2
2024-02-15 12:18:45.827,59,1,29663,973,5,0.49,RTL,85.0
2024-02-15 12:19:50.078,50,2,24991,898,5,0.50,RTL,78.87
2024-02-15 12:19:55.926,53,2,41919,5055,5,0.50,RTL,78.87
2024-02-15 12:20:33.812,47,1,26802,1133,6,0.60,RTL,76.09
2024-02-15 12:20:53.108,54,0,59206,6256,4,0.40,LTR,81.45
2024-02-15 12:21:39.391,51,2,39057,2881,5,0.50,RTL,81.45
2024-02-15 12:22:31.547,53,2,50955,6054,5,0.50,RTL,80.18
2024-02-15 12:22:50.740,47,1,83307,20235,5,0.50,LTR,78.38
2024-02-15 12:23:06.359,43,2,51837,17106,6,0.60,RTL,74.5
2024-02-15 12:23:27.421,43,1,36901,6552,6,0.60,RTL,76.34
2024-02-15 12:23:30.700,46,1,24696,1845,6,0.60,RTL,76.09
2024-02-15 12:24:08.631,44,1,59638,17734,6,0.60,RTL,86.02
2024-02-15 12:24:11.705,46,1,51272,14092,6,0.60,RTL,78.11
2024-02-15 12:24:27.049,59,1,94767,18331,4,0.40,LTR,83.2
2024-02-15 12:24:30.525,44,1,27349,2131,6,0.62,RTL,79.94
2024-02-15 12:24:34.997,44,2,62409,20023,7,0.70,RTL,80.93
2024-02-15 12:24:47.448,41,2,33602,6456,7,0.70,RTL,74.51
2024-02-15 12:24:56.588,53,0,65542,976,4,0.40,LTR,79.13
2024-02-15 12:25:30.425,51,1,90999,14409,4,0.40,LTR,83.44
2024-02-15 12:25:40.576,45,1,63756,17991,6,0.60,RTL,81.91
2024-02-15 12:25:45.997,47,1,44122,8211,6,0.60,RTL,77.09
2024-02-15 12:26:01.088,58,0,100548,16476,4,0.40,LTR,83.46
2024-02-15 12:26:17.332,52,1,30266,2447,6,0.59,RTL,79.7
2024-02-15 12:26:19.658,51,2,34233,2318,5,0.50,RTL,80.19
2024-02-15 12:27:43.550,50,0,75409,9015,4,0.42,LTR,82.92
2024-02-15 12:27:45.675,46,2,30681,1251,6,0.60,RTL,78.58
2024-02-15 12:28:00.644,45,2,38121,6816,6,0.60,RTL,76.83
2024-02-15 12:28:09.365,44,1,20811,548,6,0.60,RTL,72.81
2024-02-15 12:28:27.936,47,2,28646,889,6,0.60,RTL,77.86
2024-02-15 12:28:34.006,48,1,28984,3415,6,0.60,RTL,78.36
2024-02-15 12:28:42.553,50,1,85036,9076,4,0.42,LTR,81.44
2024-02-15 12:29:18.489,44,1,41858,7761,6,0.62,RTL,76.56
2024-02-15 12:29:58.578,45,2,36568,6523,6,0.60,RTL,79.92
2024-02-15 12:30:01.151,44,3,37690,4906,6,0.63,RTL,77.61
2024-02-15 12:30:15.993,47,2,29340,2071,6,0.62,RTL,80.18
2024-02-15 12:31:12.972,48,1,50819,9873,6,0.59,RTL,78.38
2024-02-15 12:31:44.559,44,1,30444,1160,6,0.62,RTL,76.08
2024-02-15 12:32:01.808,54,2,27106,2816,6,0.60,RTL,78.86
2024-02-15 12:32:16.802,51,1,89209,7216,4,0.42,LTR,77.1
2024-02-15 12:32:32.996,49,1,82340,14076,4,0.40,LTR,80.68
2024-02-15 12:33:41.966,50,1,59480,8777,5,0.50,RTL,81.92
2024-02-15 12:33:57.418,53,1,30782,3461,6,0.61,RTL,79.68
2024-02-15 12:34:07.356,49,2,38261,5214,6,0.60,RTL,77.84
2024-02-15 12:34:15.203,56,2,43790,8865,6,0.60,RTL,79.37
2024-02-15 12:34:26.003,37,1,79348,16032,5,0.50,LTR,75.58
2024-02-15 12:34:27.301,36,0,79035,14554,5,0.58,LTR,77.09
2024-02-15 12:34:28.898,34,1,64909,17177,6,0.59,LTR,74.5
2024-02-15 12:34:32.549,45,2,29231,827,6,0.63,RTL,74.27
2024-02-15 12:34:45.167,56,1,24691,1591,5,0.50,RTL,80.2
2024-02-15 12:34:54.764,55,2,33067,741,5,0.50,RTL,75.56
2024-02-15 12:35:37.203,57,1,71934,624,4,0.40,LTR,80.93
2024-02-15 12:35:43.200,55,2,23586,266,4,0.45,RTL,79.65
2024-02-15 12:36:03.192,49,1,28529,3246,6,0.60,RTL,78.38
2024-02-15 12:36:09.935,45,1,45888,10695,6,0.60,RTL,79.13
2024-02-15 12:36:27.204,51,2,30105,838,5,0.50,RTL,78.61
2024-02-15 12:36:38.252,61,0,66726,6,4,0.40,LTR,78.61
2024-02-15 12:37:19.009,50,2,26423,930,6,0.59,RTL,74.01
2024-02-15 12:37:39.176,45,1,97896,14238,4,0.40,LTR,77.86
2024-02-15 12:37:52.746,46,2,27740,2149,6,0.62,RTL,75.58
2024-02-15 12:39:00.951,58,1,74237,2077,4,0.41,LTR,83.18
2024-02-15 12:39:02.698,55,0,88159,15433,4,0.40,LTR,82.45
2024-02-15 12:39:10.992,58,1,82566,13002,4,0.40,LTR,84.5
2024-02-15 12:39:31.086,50,1,61244,5312,4,0.39,LTR,83.45
2024-02-15 12:39:51.882,53,1,82215,5895,4,0.43,LTR,86.02
2024-02-15 12:39:53.326,55,1,99740,12976,4,0.39,LTR,81.47
2024-02-15 12:39:57.275,56,0,56042,4612,4,0.40,LTR,78.38
2024-02-15 12:40:23.090,46,1,23905,758,6,0.59,RTL,75.83
2024-02-15 12:40:27.963,50,1,54498,3714,4,0.39,LTR,78.12
2024-02-15 12:40:32.337,47,2,25655,765,5,0.52,RTL,74.01
2024-02-15 12:41:19.251,53,0,68124,6580,4,0.40,LTR,77.86
2024-02-15 12:41:22.193,50,0,62355,195,4,0.39,LTR,79.94
2024-02-15 12:41:24.517,53,1,79807,15797,4,0.40,LTR,81.19
2024-02-15 12:41:26.042,48,0,88410,12418,4,0.40,LTR,80.68
2024-02-15 12:41:51.414,45,1,41873,6274,6,0.61,RTL,75.02
2024-02-15 12:42:56.310,48,1,26292,774,5,0.50,RTL,77.1
2024-02-15 12:43:04.205,45,3,28494,1365,6,0.62,RTL,76.82
2024-02-15 12:43:07.235,46,2,29662,3870,7,0.70,RTL,75.28
2024-02-15 12:44:26.273,45,2,27733,2316,6,0.60,RTL,75.58
2024-02-15 12:44:49.440,55,2,32210,977,5,0.50,RTL,77.61
2024-02-15 12:45:05.184,51,1,63402,15238,6,0.59,RTL,81.68
2024-02-15 12:45:09.110,52,0,86563,15875,4,0.40,LTR,81.19
2024-02-15 12:45:10.732,53,0,92061,5319,4,0.40,LTR,81.19
2024-02-15 12:45:26.251,52,2,40099,7603,6,0.60,RTL,75.83
2024-02-15 12:45:36.302,45,2,57813,10812,6,0.61,RTL,77.09
2024-02-15 12:45:43.345,47,2,55212,9419,6,0.60,RTL,80.68
2024-02-15 12:46:18.706,57,2,30794,662,5,0.50,RTL,79.36
2024-02-15 12:46:30.602,49,0,96775,13555,4,0.40,LTR,78.76
2024-02-15 12:46:32.151,44,1,83828,16920,4,0.42,LTR,78.86
2024-02-15 12:48:03.396,51,2,25453,285,5,0.50,RTL,77.1
2024-02-15 12:48:21.086,47,2,30561,793,5,0.52,RTL,76.09
2024-02-15 12:48:30.806,47,0,89121,13725,4,0.40,LTR,80.18
2024-02-15 12:49:06.543,51,1,57249,5266,5,0.52,RTL,74.75
2024-02-15 12:49:10.471,51,1,25634,556,5,0.50,RTL,77.1
2024-02-15 12:49:46.478,44,2,24079,711,6,0.62,RTL,75.56
2024-02-15 12:49:48.905,45,1,83266,20555,5,0.50,LTR,85.53
2024-02-15 12:49:50.708,48,0,88534,17286,4,0.45,LTR,81.93
2024-02-15 12:50:41.984,50,1,27196,3613,6,0.60,RTL,75.03
2024-02-15 12:51:03.527,52,0,85282,8312,4,0.40,LTR,77.61
2024-02-15 12:51:06.997,49,1,79720,16643,5,0.49,LTR,81.68
2024-02-15 12:51:11.121,68,2,27027,1400,5,0.50,RTL,82.92
2024-02-15 12:51:23.241,52,1,32379,2446,6,0.59,RTL,78.88
2024-02-15 12:51:27.890,44,1,26426,1149,6,0.62,RTL,73.06
2024-02-15 12:51:41.834,57,3,28830,1253,5,0.57,RTL,81.92
2024-02-15 12:51:53.705,51,2,25239,781,5,0.52,RTL,78.96
2024-02-15 12:52:15.427,54,0,81082,15742,4,0.40,LTR,82.18
2024-02-15 12:53:13.674,50,2,28124,1722,6,0.60,RTL,79.66
2024-02-15 12:53:17.578,48,2,30809,2267,6,0.61,RTL,78.12
2024-02-15 12:53:41.939,51,0,65537,5879,4,0.40,LTR,83.47
2024-02-15 12:54:10.934,48,1,25048,1191,6,0.63,RTL,77.35
2024-02-15 12:54:13.927,42,1,23599,1667,6,0.62,RTL,75.57
2024-02-15 12:54:24.948,49,4,48934,2882,4,0.40,LTR,78.6
2024-02-15 12:54:58.710,54,2,76796,13670,4,0.40,LTR,76.34
2024-02-15 12:55:18.330,48,2,53788,1692,4,0.40,LTR,77.09
2024-02-15 12:55:48.367,50,0,69288,6808,4,0.40,LTR,82.67
2024-02-15 12:55:50.045,43,1,44770,2334,4,0.43,LTR,78.12
2024-02-15 12:56:01.362,50,1,68796,2944,4,0.40,LTR,79.12
2024-02-15 12:57:05.212,48,2,30105,1195,6,0.60,RTL,78.88
2024-02-15 12:58:44.675,49,1,56684,824,4,0.42,LTR,80.45
2024-02-15 12:58:52.622,60,0,74474,854,4,0.40,LTR,84.76
2024-02-15 12:59:35.880,40,1,35752,6581,6,0.65,RTL,75.85
2024-02-15 13:01:00.928,52,1,80152,1930,4,0.41,LTR,80.45
2024-02-15 13:01:23.565,53,2,33387,609,5,0.50,RTL,78.62
2024-02-15 13:01:34.121,44,1,31334,2455,6,0.61,RTL,75.31
2024-02-15 13:01:43.188,45,1,24738,2163,6,0.61,RTL,74.26
2024-02-15 13:02:19.993,66,2,57720,624,4,0.40,RTL,80.68
2024-02-15 13:02:49.132,53,2,31205,1019,5,0.50,RTL,78.13
2024-02-15 13:03:20.477,52,1,30539,510,5,0.51,RTL,77.86
2024-02-15 13:03:55.607,56,0,80908,15928,4,0.40,LTR,83.75
2024-02-15 13:04:18.548,50,1,53272,2188,4,0.40,LTR,77.09
2024-02-15 13:04:46.516,44,1,34686,3108,6,0.60,RTL,75.9
2024-02-15 13:05:00.860,54,0,79935,1185,4,0.40,LTR,81.45
2024-02-15 13:05:08.130,50,2,78818,9692,4,0.42,LTR,82.94
2024-02-15 13:05:10.579,52,2,39700,1814,5,0.50,RTL,81.2
2024-02-15 13:05:17.801,49,2,22471,1036,6,0.62,RTL,75.02
2024-02-15 13:05:28.272,50,0,89806,13772,4,0.40,LTR,82.18
2024-02-15 13:06:39.950,58,1,68698,4236,4,0.40,LTR,81.45
2024-02-15 13:07:21.631,41,1,81013,18837,5,0.50,LTR,78.62
2024-02-15 13:07:23.159,51,1,29512,3174,6,0.60,RTL,80.2
2024-02-15 13:07:25.604,53,2,46821,9641,6,0.60,RTL,80.45
2024-02-15 13:07:34.031,48,2,39528,5097,6,0.61,RTL,76.33
2024-02-15 13:07:36.402,51,1,47150,2724,5,0.50,RTL,79.4
2024-02-15 13:07:42.477,50,1,29041,734,5,0.50,RTL,78.39
2024-02-15 13:07:48.670,49,2,28154,1170,6,0.60,RTL,81.92
2024-02-15 13:08:15.015,44,1,67094,2834,4,0.40,LTR,76.1
2024-02-15 13:08:17.265,42,0,85024,15676,5,0.50,LTR,76.59
2024-02-15 13:08:19.184,49,0,87044,14476,4,0.40,LTR,79.68
2024-02-15 13:08:20.434,43,0,75574,8900,4,0.40,LTR,78.13
2024-02-15 13:08:30.230,41,1,25229,1682,7,0.72,RTL,76.1
2024-02-15 13:08:33.154,40,1,79218,6871,5,0.50,LTR,85.27
2024-02-15 13:09:30.583,43,1,26254,3490,7,0.70,RTL,74.78
2024-02-15 13:09:55.728,53,0,57536,4384,4,0.40,LTR,80.95
2024-02-15 13:10:15.316,50,2,28057,1443,6,0.59,RTL,73.5
2024-02-15 13:10:52.153,50,3,21761,668,5,0.52,RTL,74.51
2024-02-15 13:11:35.614,52,2,20897,684,5,0.50,RTL,79.15
2024-02-15 13:11:36.986,50,1,29503,535,5,0.52,RTL,80.2
2024-02-15 13:11:59.802,50,2,28122,1348,6,0.60,RTL,79.93
2024-02-15 13:12:09.003,48,1,22281,1437,6,0.60,RTL,77.87
2024-02-15 13:12:16.121,58,0,77246,3032,4,0.40,LTR,80.7
2024-02-15 13:12:59.933,49,2,28795,3469,6,0.60,RTL,79.38
2024-02-15 13:14:13.128,44,1,29360,2941,6,0.62,RTL,76.85
2024-02-15 13:14:53.613,47,1,27986,1200,6,0.60,RTL,83.46
2024-02-15 13:15:00.267,49,1,57472,2944,4,0.40,LTR,81.2
2024-02-15 13:16:15.932,49,1,82706,9906,4,0.40,LTR,81.44
2024-02-15 13:16:20.586,47,0,73225,7625,4,0.45,LTR,79.68
2024-02-15 13:18:36.807,48,1,94272,13728,4,0.40,LTR,82.43
2024-02-15 13:18:47.001,62,2,34573,1611,5,0.50,RTL,81.91
2024-02-15 13:18:50.579,46,1,87634,19993,5,0.50,LTR,79.13
2024-02-15 13:18:55.598,70,3,27200,1100,4,0.40,RTL,82.45
2024-02-15 13:18:58.397,51,1,82020,12030,4,0.42,LTR,81.45
2024-02-15 13:20:00.053,57,1,77785,5739,4,0.42,LTR,82.93
2024-02-15 13:20:06.599,51,0,60617,9287,4,0.40,LTR,77.6
2024-02-15 13:20:10.620,58,2,79237,11063,4,0.39,LTR,82.67
2024-02-15 13:20:17.867,51,2,29721,1123,6,0.60,RTL,79.14
2024-02-15 13:20:26.217,50,2,37824,4625,6,0.60,RTL,81.2
2024-02-15 13:21:50.682,41,1,22176,2538,7,0.72,RTL,73.5
2024-02-15 13:21:53.233,40,2,25632,3785,7,0.70,RTL,76.35
2024-02-15 13:22:08.676,50,1,75102,10918,4,0.42,LTR,81.45
2024-02-15 13:22:44.037,48,2,28135,1359,6,0.59,RTL,76.09
2024-02-15 13:22:50.785,52,2,36976,5322,6,0.60,RTL,79.93
2024-02-15 13:22:55.737,47,0,86924,20906,5,0.50,LTR,80.45
2024-02-15 13:23:00.431,45,1,30518,2262,6,0.62,RTL,79.38
2024-02-15 13:23:01.237,55,0,94478,13750,4,0.40,LTR,82.43
2024-02-15 13:23:17.250,52,1,75492,9772,4,0.42,LTR,77.33
2024-02-15 13:23:52.786,48,2,32750,1747,6,0.59,RTL,79.13
2024-02-15 13:24:16.327,50,2,77697,13437,4,0.40,LTR,84.0
2024-02-15 13:24:21.226,56,4,42410,5822,5,0.50,RTL,81.66
2024-02-15 13:25:13.981,55,5,43129,9911,5,0.50,RTL,79.66
2024-02-15 13:25:30.200,56,1,90615,10244,4,0.40,LTR,82.69
2024-02-15 13:25:51.518,52,1,97945,13815,4,0.40,LTR,86.02
2024-02-15 13:26:30.178,45,3,31660,4131,6,0.60,RTL,76.1
2024-02-15 13:26:57.322,57,0,69034,10626,4,0.40,LTR,81.45
2024-02-15 13:27:20.759,42,4,40261,7901,6,0.60,RTL,76.58
2024-02-15 13:28:00.944,59,2,27439,1282,5,0.50,RTL,79.38
2024-02-15 13:28:26.509,58,0,84575,13005,4,0.39,LTR,77.85
2024-02-15 13:28:30.660,55,0,86775,9255,4,0.40,LTR,83.42
2024-02-15 13:28:34.681,56,1,69356,2432,4,0.40,LTR,80.18
2024-02-15 13:28:42.581,60,3,29094,2557,5,0.50,RTL,78.36
2024-02-15 13:29:53.257,54,5,31927,4181,5,0.51,RTL,78.11
2024-02-15 13:30:07.497,45,1,24823,1876,6,0.60,RTL,77.6
2024-02-15 13:30:13.144,56,5,48662,11515,5,0.50,RTL,79.11
2024-02-15 13:31:14.273,57,2,27493,1606,6,0.60,RTL,76.58
2024-02-15 13:31:30.415,51,0,62894,1790,4,0.40,LTR,80.91
2024-02-15 13:31:32.269,51,1,82425,17675,4,0.43,LTR,79.92
2024-02-15 13:32:11.875,40,1,28900,4110,7,0.70,RTL,71.26
2024-02-15 13:32:26.845,52,2,65703,18602,6,0.63,RTL,81.18
2024-02-15 13:32:47.686,52,1,25991,986,5,0.52,RTL,80.43
2024-02-15 13:32:51.635,59,3,34693,1681,5,0.50,RTL,81.45
2024-02-15 13:33:02.331,45,2,29406,1117,6,0.65,RTL,74.76
2024-02-15 13:33:18.000,45,1,33679,4099,6,0.60,RTL,75.82
2024-02-15 13:33:29.025,56,2,32649,886,5,0.50,RTL,79.12
2024-02-15 13:33:58.160,50,3,44542,11604,6,0.62,RTL,77.07
2024-02-15 13:34:09.231,47,1,32010,5394,6,0.59,RTL,74.28
2024-02-15 13:34:12.355,46,2,39425,8285,7,0.70,RTL,75.27
2024-02-15 13:34:14.006,46,1,25851,339,5,0.50,RTL,80.18
2024-02-15 13:34:48.099,53,2,28430,2097,6,0.61,RTL,76.06
2024-02-15 13:35:42.021,56,1,78381,5373,4,0.40,LTR,79.66
2024-02-15 13:36:12.941,51,1,22386,462,5,0.51,RTL,77.08
2024-02-15 13:36:14.533,51,1,81280,12680,4,0.40,LTR,77.85
2024-02-15 13:36:45.747,44,1,81411,13717,4,0.40,LTR,85.0
2024-02-15 13:36:48.321,49,0,74672,12016,4,0.40,LTR,78.6
2024-02-15 13:36:50.045,51,0,80633,13527,4,0.40,LTR,81.18
2024-02-15 13:37:27.532,46,1,31672,1791,6,0.62,RTL,76.07
2024-02-15 13:37:40.031,47,1,82430,14170,4,0.40,LTR,80.95
2024-02-15 13:37:41.801,47,0,80112,19145,5,0.50,LTR,78.36
2024-02-15 13:37:42.725,45,0,77280,11942,5,0.50,LTR,78.11
2024-02-15 13:38:02.201,48,1,35937,5606,5,0.56,RTL,75.56
2024-02-15 13:38:05.171,54,3,29265,2421,5,0.50,RTL,78.58
2024-02-15 13:38:14.338,63,3,37107,855,4,0.40,RTL,76.32
2024-02-15 13:39:40.031,45,1,30682,3610,6,0.60,RTL,76.56
2024-02-15 13:39:44.779,54,1,25638,409,5,0.50,RTL,75.81
